checking_account,duration,credit_history,purpose,credit_amount,savings_account,employment,installment_rate,personal_status,other_debtors,residence_since,property,age,other_installments,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target
0,26,1,0,10950,0,2,2,4,2,2,0,34,1,2,1,3,1,0,1,2
2,52,2,3,6670,3,2,1,3,0,2,3,40,1,2,3,1,1,1,0,1
3,64,4,7,8449,3,1,3,1,2,2,3,34,0,2,3,3,1,0,1,1
3,26,4,8,3405,2,4,3,4,2,1,1,70,1,1,1,2,1,0,1,1
0,13,0,9,10665,3,1,2,1,0,1,3,74,2,1,3,0,1,1,0,1
0,60,3,3,8018,0,4,3,2,0,1,0,38,0,0,3,3,1,0,0,2
0,61,0,1,14814,1,2,3,1,2,1,2,70,1,0,2,1,1,0,1,1
0,67,3,0,636,1,0,2,0,0,3,1,66,0,1,2,2,1,0,0,1
2,21,1,1,17253,4,4,1,2,1,2,0,23,1,1,2,2,1,0,1,1
2,52,2,0,1357,3,0,2,2,0,2,1,46,0,0,1,1,1,1,1,2
1,52,3,9,7867,4,1,2,4,2,3,1,55,0,1,2,2,1,1,1,1
1,57,2,2,6466,1,4,3,1,0,3,1,42,2,1,3,2,1,1,1,2
3,58,4,9,13352,4,4,3,4,0,3,0,44,0,2,2,1,1,0,1,2
1,68,2,6,12262,0,4,2,3,0,2,1,46,2,2,2,1,1,1,1,2
3,36,4,5,3841,1,2,2,0,0,3,0,57,1,1,1,2,1,1,0,1
3,9,3,5,9205,2,3,2,3,1,3,3,35,1,1,3,0,1,0,1,1
1,17,1,9,10005,0,1,2,2,0,1,1,52,1,2,1,0,1,1,0,1
0,64,3,0,8715,4,3,2,1,2,1,0,32,1,2,3,3,1,1,0,2
3,61,2,1,647,4,2,2,2,1,2,2,68,1,0,1,1,1,1,1,2
2,4,2,4,3500,2,0,2,1,0,3,3,23,2,2,1,2,1,1,1,1
1,28,0,4,9443,1,2,3,3,2,3,1,22,2,0,1,2,1,1,1,1
2,20,0,6,5003,0,2,1,2,1,3,3,21,0,1,2,3,1,1,0,1
2,25,2,8,10202,3,1,1,2,2,3,2,38,2,0,3,2,1,1,0,1
3,47,0,6,3237,2,1,3,1,0,1,2,52,0,2,2,2,1,1,1,1
1,38,4,2,13671,3,2,3,1,2,2,1,74,2,0,1,3,1,0,0,1
3,36,4,3,3689,3,0,2,2,1,1,0,44,0,2,1,3,1,1,1,2
3,33,3,8,12103,0,0,2,2,2,2,1,29,0,0,1,0,1,1,0,1
0,47,3,2,15518,0,3,2,1,1,1,3,39,2,0,2,2,1,0,1,1
0,50,2,5,6790,3,1,2,2,2,1,3,26,2,1,3,0,1,1,0,1
2,6,0,5,2795,0,3,1,1,1,3,3,45,0,2,3,3,1,1,0,1
0,13,1,8,354,4,2,2,2,0,3,3,59,1,0,3,0,1,1,1,1
1,27,2,7,6830,0,2,1,0,0,3,1,20,1,0,1,0,1,1,1,1
1,33,4,5,2357,3,2,1,2,2,2,1,62,1,0,2,0,1,0,1,1
3,71,1,3,16343,4,2,2,3,2,1,3,31,1,1,1,2,1,1,1,1
3,64,2,4,18008,2,4,3,4,1,2,2,56,2,0,2,0,1,1,0,1
0,48,1,4,18146,0,4,1,3,2,3,1,64,2,2,2,0,1,0,1,1
3,6,0,2,17082,4,1,3,3,0,2,1,62,1,0,3,2,1,1,0,1
0,10,0,6,10957,0,3,2,0,0,1,3,56,2,2,2,3,1,0,1,1
2,35,1,2,6182,2,4,3,1,1,2,0,57,2,2,1,2,1,0,0,1
3,43,0,7,8399,4,0,2,3,1,3,0,29,0,2,2,1,1,1,0,1
3,48,0,8,4974,3,3,3,4,2,1,2,26,2,2,2,2,1,1,0,1
0,13,1,10,15584,0,2,2,2,2,3,0,40,2,2,2,2,1,1,1,1
3,64,1,1,8214,4,4,3,4,0,3,0,53,0,0,1,1,1,0,1,2
0,37,2,8,7278,0,2,2,1,2,3,3,53,2,1,2,2,1,1,0,1
2,44,0,0,12841,3,4,2,0,1,2,1,62,2,2,2,0,1,0,1,1
1,6,1,3,7071,3,0,2,0,2,1,2,36,1,1,3,0,1,1,1,1
1,60,2,1,6762,1,0,3,2,0,1,1,67,1,2,3,2,1,1,1,2
0,40,4,1,4398,2,4,3,3,0,2,0,44,1,2,1,1,1,1,1,1
3,19,3,1,1478,0,2,1,1,0,2,0,32,2,2,3,0,1,0,0,2
1,25,4,0,943,4,2,3,3,2,1,3,60,2,0,1,0,1,1,0,1
2,27,1,9,7601,1,0,3,3,0,3,0,26,2,1,3,3,1,0,1,2
1,5,2,0,18413,1,1,3,1,2,3,2,41,1,0,2,1,1,1,0,1
1,68,2,4,5005,2,4,2,1,2,2,1,62,0,0,3,0,1,0,1,1
3,58,4,7,11949,3,1,2,3,0,3,1,62,2,0,3,2,1,1,0,1
0,64,4,10,6179,2,2,3,3,2,2,3,33,0,1,2,2,1,0,0,1
2,28,4,9,5774,2,1,2,0,0,2,2,28,0,1,2,1,1,1,1,2
2,41,3,1,3223,2,1,2,1,0,2,2,20,0,2,3,3,1,1,1,2
1,35,2,10,10532,4,0,2,2,1,2,1,24,2,2,2,1,1,0,1,1
1,36,2,7,12273,1,4,2,2,0,3,1,65,1,2,2,2,1,1,1,1
0,44,4,1,6641,4,4,1,0,0,1,2,62,0,0,2,2,1,0,0,1
3,34,1,4,9861,3,0,1,4,0,3,0,47,0,1,2,2,1,1,1,1
3,56,1,10,8939,4,1,1,1,1,3,0,50,1,2,1,0,1,0,0,1
0,7,4,4,5193,4,2,2,1,0,3,2,37,2,0,1,2,1,0,0,1
0,17,1,2,12873,3,1,2,0,0,1,2,29,2,1,3,2,1,0,1,1
0,64,1,9,10357,1,3,2,4,1,1,0,19,1,2,2,0,1,1,0,2
0,63,2,10,1451,3,1,3,1,1,2,3,56,1,2,2,0,1,1,1,2
3,59,1,10,9241,3,0,1,4,2,3,2,20,2,2,1,2,1,1,0,2
3,29,4,10,7356,1,1,2,2,0,3,0,24,2,1,3,0,1,0,1,1
0,35,4,9,14776,3,2,1,4,1,3,3,63,0,1,2,3,1,1,0,2
2,5,1,4,5845,1,0,1,0,2,1,3,51,2,1,1,0,1,0,0,1
0,23,2,2,17696,2,4,2,0,1,2,1,46,1,2,1,3,1,0,0,1
1,53,4,6,11473,3,0,1,4,0,3,1,31,2,1,2,2,1,0,0,1
2,27,3,2,2634,0,0,1,4,1,2,1,27,0,1,2,1,1,0,1,2
2,36,1,5,7611,1,2,3,2,1,3,2,45,0,0,1,1,1,1,1,1
3,12,2,7,16381,3,2,3,0,0,1,0,39,2,1,1,1,1,1,0,2
0,37,3,10,4896,2,1,1,4,1,2,1,48,2,0,1,2,1,1,1,1
0,53,3,3,13112,4,1,1,1,0,2,0,28,0,1,1,3,1,1,0,2
1,42,0,2,14546,0,0,1,4,1,3,0,31,2,2,3,0,1,1,1,1
1,41,1,8,12889,3,3,2,4,2,1,1,25,0,2,2,2,1,0,1,2
3,66,4,0,1899,4,1,3,4,1,1,2,42,2,1,2,3,1,0,0,1
3,19,1,6,7080,4,0,1,3,2,1,3,34,0,2,1,1,1,1,1,1
1,24,1,8,6604,0,1,1,3,0,1,0,31,0,2,2,2,1,0,0,2
3,46,1,6,6526,4,4,2,2,2,3,0,49,2,1,3,0,1,0,0,1
1,36,0,4,16291,1,1,3,0,2,3,1,46,2,2,3,3,1,1,0,1
2,70,0,9,352,1,4,2,1,2,1,2,30,0,1,2,0,1,0,1,2
1,8,1,4,10087,1,1,3,3,2,3,3,58,0,2,1,1,1,1,0,1
0,12,4,7,18175,3,0,2,4,1,2,2,38,1,1,2,1,1,1,0,2
3,27,0,5,16227,3,1,1,2,1,3,2,38,0,0,1,1,1,1,0,1
0,35,1,0,11318,2,1,2,3,2,1,0,45,2,0,1,0,1,1,0,2
0,64,0,5,18462,0,0,3,0,2,3,0,26,2,2,3,2,1,0,1,1
0,37,2,0,7592,4,2,2,2,1,2,0,42,2,0,3,0,1,0,1,1
1,33,1,10,11407,1,1,1,2,0,3,2,51,0,2,3,3,1,1,0,2
0,15,3,6,10173,0,3,1,4,0,2,1,26,0,0,2,0,1,1,0,1
0,33,2,4,1113,2,2,2,1,0,3,0,50,2,1,3,1,1,0,0,1
2,40,3,5,989,2,2,2,1,0,2,2,21,0,1,2,3,1,1,0,1
3,43,3,6,16617,3,2,2,1,0,3,3,52,1,1,1,0,1,1,1,1
0,45,2,2,3419,4,0,2,0,0,2,1,20,1,0,1,0,1,0,0,1
1,33,4,3,6725,0,3,2,2,2,1,3,28,2,0,1,2,1,1,0,1
2,14,2,4,11626,1,0,2,3,0,3,2,38,0,1,3,0,1,1,1,2
3,14,4,2,10753,2,3,1,4,1,3,2,53,2,1,1,3,1,1,1,1
2,14,4,8,9635,3,4,2,4,1,2,3,59,2,2,3,1,1,1,0,1
3,46,2,1,18119,3,3,2,0,0,1,0,45,0,1,3,3,1,1,0,1
2,62,3,9,14614,1,2,3,1,2,3,3,26,1,0,2,0,1,1,1,1
1,64,1,3,17437,3,1,3,1,2,3,3,40,0,0,3,0,1,0,0,1
0,25,4,6,12272,4,4,2,1,2,3,3,63,1,1,1,3,1,1,0,2
3,9,3,1,18118,2,1,1,4,2,3,2,24,0,1,2,3,1,1,1,1
3,46,4,4,11226,4,2,1,0,1,2,3,59,0,2,1,3,1,1,1,1
0,6,1,8,10136,3,3,1,0,2,1,3,40,1,1,1,1,1,1,1,2
2,46,3,2,15128,1,4,1,4,0,1,3,19,1,1,1,1,1,0,0,1
0,30,2,1,16105,1,4,3,4,2,1,3,57,0,0,3,2,1,0,0,1
2,61,0,5,1495,3,0,1,1,2,1,3,20,0,0,3,1,1,0,0,1
3,46,0,1,16868,1,4,1,1,0,3,1,39,0,2,3,0,1,1,1,1
0,54,2,3,12858,1,0,2,2,1,3,2,29,2,1,3,1,1,1,1,1
1,31,1,4,16631,1,2,1,2,1,1,1,51,1,1,3,2,1,0,0,2
0,61,0,6,13309,3,4,3,4,0,2,3,22,0,1,3,0,1,1,1,1
2,39,2,7,17166,1,3,3,2,2,1,3,24,0,0,1,1,1,0,0,1
3,46,3,7,5271,3,4,3,0,0,2,3,48,2,1,3,1,1,0,0,1
0,28,1,9,3674,4,1,2,2,0,3,2,74,0,1,3,0,1,1,1,2
1,34,4,0,3820,4,1,2,2,0,3,1,21,2,0,1,0,1,0,0,2
3,61,3,3,4851,4,1,2,2,2,3,0,44,1,1,1,1,1,1,0,2
1,30,2,0,4152,0,1,1,2,0,1,2,63,0,1,3,0,1,1,0,1
0,5,4,0,8309,2,3,2,4,1,3,2,35,0,0,3,1,1,0,1,2
1,29,2,2,3866,1,2,3,4,2,3,2,46,0,1,1,2,1,0,0,1
2,30,0,6,3136,4,3,1,1,0,2,2,65,2,2,1,3,1,0,0,1
2,32,0,9,9809,3,2,1,1,2,1,3,59,1,0,2,0,1,0,1,1
1,8,4,8,14728,1,1,2,3,0,1,0,35,1,2,1,1,1,1,0,2
3,12,4,7,2725,2,0,2,2,2,3,1,61,0,1,3,0,1,1,0,1
2,26,3,8,9581,3,2,3,2,0,1,2,56,2,2,2,1,1,1,1,1
1,32,0,1,12281,2,4,3,0,0,1,3,47,0,0,1,1,1,1,1,1
3,5,1,9,13126,2,4,3,1,2,2,3,43,1,2,3,3,1,1,1,1
3,30,0,9,2167,0,1,2,3,2,1,3,70,2,1,3,1,1,1,0,2
1,25,0,1,13641,2,2,3,4,2,3,3,67,2,2,3,3,1,1,1,2
0,6,1,5,740,1,3,1,3,2,3,3,74,1,2,3,0,1,1,0,1
2,21,2,9,4573,4,3,2,1,1,1,2,56,2,0,1,0,1,1,0,1
2,22,0,5,6077,4,0,1,0,0,1,0,39,0,0,3,0,1,0,0,1
0,13,4,9,15817,3,2,3,0,0,1,2,25,2,0,3,1,1,0,0,2
2,55,2,10,3751,0,0,2,1,1,3,2,26,1,1,3,0,1,1,0,1
3,8,1,5,14529,4,0,2,2,1,2,0,72,1,2,1,0,1,0,0,1
0,43,2,0,18293,1,3,1,4,1,2,3,39,0,1,2,0,1,0,0,1
2,49,3,3,17768,2,0,3,4,0,1,2,25,2,0,3,3,1,0,0,1
0,58,1,2,5779,4,1,2,0,1,1,3,31,2,0,1,3,1,0,1,1
2,41,0,5,1996,4,2,3,3,0,2,0,20,2,1,2,0,1,1,1,1
1,40,0,6,4302,0,3,2,1,0,1,3,48,0,2,3,3,1,1,0,2
0,55,4,5,14280,1,2,1,0,0,2,1,52,1,0,3,0,1,0,1,1
3,62,0,2,3841,3,0,2,2,1,3,2,40,2,1,2,1,1,1,1,1
0,18,3,3,12032,2,3,2,0,1,1,2,60,1,1,3,1,1,1,1,1
2,58,1,7,7072,1,4,1,1,0,2,2,45,2,0,3,1,1,1,0,1
0,35,3,0,14245,2,4,1,2,1,3,3,72,2,2,3,3,1,1,0,1
3,10,0,2,11306,4,3,3,1,0,3,0,61,0,2,1,2,1,0,0,1
2,45,4,9,10935,1,2,2,2,0,1,2,23,1,1,1,2,1,0,0,2
3,70,3,1,14520,3,4,2,2,0,1,3,34,0,2,1,2,1,1,0,1
1,13,2,4,17676,3,2,2,3,1,3,0,61,1,2,2,2,1,1,1,2
1,5,1,2,6903,4,0,3,0,2,3,1,49,1,2,2,0,1,1,0,1
2,66,4,1,9901,1,4,1,0,0,1,1,61,2,0,1,1,1,1,1,1
3,44,1,4,11673,1,1,2,2,0,2,2,37,2,0,3,0,1,1,1,1
3,18,2,5,15270,2,4,1,1,0,2,3,21,1,1,1,2,1,0,0,2
0,57,1,1,9047,2,1,1,3,1,3,3,62,1,0,3,1,1,1,1,2
2,30,1,0,7085,2,4,1,0,2,3,3,62,1,0,2,2,1,0,0,1
0,26,2,1,15698,3,2,2,2,0,2,1,54,1,1,3,2,1,0,1,1
1,23,0,7,17645,3,2,2,4,1,3,2,41,1,1,1,1,1,0,1,1
3,44,0,9,10635,1,1,2,0,2,1,0,19,2,0,1,0,1,1,1,1
1,13,1,1,2138,3,4,3,1,2,1,1,59,2,0,3,3,1,0,0,2
3,28,0,3,5540,1,0,2,4,1,3,0,55,2,0,2,1,1,1,0,1
1,24,2,3,8698,2,2,2,2,2,1,0,56,0,1,2,0,1,1,0,1
0,8,4,3,13090,0,1,3,0,2,3,3,28,1,2,1,1,1,1,0,2
1,55,0,2,12472,1,2,2,1,2,1,3,59,1,1,3,3,1,0,0,2
2,4,0,0,15216,4,1,3,3,0,2,2,59,1,0,1,1,1,1,1,2
3,69,0,5,797,2,3,1,4,0,1,0,67,1,1,3,3,1,0,0,1
2,10,2,3,8744,3,1,3,1,0,3,0,50,2,0,2,1,1,1,0,1
3,28,1,3,13044,0,0,3,2,2,2,0,59,1,0,1,3,1,1,1,1
3,10,2,2,18266,3,0,2,3,1,1,2,41,0,0,2,2,1,0,0,1
3,28,0,10,2847,1,3,1,0,0,2,0,58,1,1,2,0,1,0,0,1
2,45,1,6,16293,3,1,2,1,1,1,1,57,2,1,2,2,1,0,1,1
1,9,2,4,391,4,1,3,3,0,3,3,62,0,1,3,1,1,1,1,1
1,39,2,2,3844,2,3,2,0,2,1,3,66,0,1,2,0,1,1,1,1
0,56,2,8,15707,0,1,1,3,1,2,3,19,2,1,2,2,1,0,0,1
1,34,3,9,14608,2,1,1,2,2,2,1,62,0,2,2,0,1,1,1,1
3,11,2,0,18002,0,1,2,4,0,1,2,63,1,2,1,2,1,0,0,1
1,51,4,10,11217,2,1,3,0,1,1,0,49,2,0,3,3,1,1,0,1
0,16,2,7,11491,0,3,2,4,0,2,3,48,0,2,1,0,1,0,0,2
2,5,1,1,10010,3,2,3,1,2,2,0,59,1,0,1,1,1,0,1,2
3,33,1,8,9588,1,4,3,0,1,1,2,44,0,0,1,2,1,1,0,1
3,22,1,1,9629,1,3,1,3,1,1,2,42,0,1,2,0,1,0,0,1
1,5,2,0,5588,0,0,1,2,1,3,3,63,0,0,2,1,1,0,0,1
1,56,1,1,15824,4,1,3,4,0,3,1,63,0,1,3,1,1,1,0,1
2,44,4,5,6758,4,1,2,0,2,2,0,30,1,0,3,0,1,0,0,1
0,65,2,6,11398,4,2,3,0,1,3,3,65,1,1,3,3,1,1,0,2
1,36,4,4,12463,0,1,3,2,2,1,2,37,0,2,1,1,1,0,0,1
0,33,3,1,10063,1,4,2,4,0,3,1,26,2,2,3,3,1,0,1,1
3,61,1,2,11408,4,1,1,2,0,3,1,68,2,0,1,2,1,0,1,2
2,9,1,9,1141,2,2,3,3,2,1,1,32,0,1,1,3,1,1,1,1
3,28,3,10,6016,0,0,2,4,0,2,1,30,2,1,2,3,1,0,1,1
3,58,1,8,8431,0,4,1,4,0,3,1,34,0,1,2,2,1,0,1,1
3,23,1,1,7444,1,4,2,2,2,2,1,46,1,1,1,1,1,1,1,2
0,64,4,9,16821,4,3,1,3,0,1,1,28,1,2,3,1,1,0,0,1
3,23,2,7,16622,0,1,1,2,0,2,0,27,1,1,1,3,1,0,1,1
0,32,0,5,13239,4,0,2,3,1,3,3,40,2,0,2,1,1,0,0,2
1,65,2,1,6679,3,3,2,2,0,1,0,31,2,2,2,2,1,0,1,1
2,20,2,10,1179,4,2,2,2,0,2,0,29,0,2,2,0,1,0,0,2
1,69,4,4,14031,4,4,3,2,0,2,0,70,1,0,2,3,1,1,0,1
0,6,3,0,16382,1,3,2,3,0,2,3,52,2,1,3,2,1,0,1,1
0,22,0,2,9185,4,2,3,3,0,1,1,19,2,2,2,1,1,0,0,1
3,44,0,4,15336,0,4,3,4,2,1,1,24,2,1,1,2,1,1,0,2
1,44,3,0,17234,1,4,3,3,0,3,1,64,1,1,3,1,1,0,1,1
1,65,0,3,10226,1,2,1,0,0,3,0,34,0,2,3,0,1,1,0,1
3,69,1,5,4074,0,0,3,2,0,2,1,27,1,2,1,3,1,0,0,2
0,50,0,10,658,0,0,1,1,1,3,0,56,2,1,3,3,1,1,1,1
3,48,0,0,14064,0,2,2,0,2,3,3,65,2,0,2,3,1,1,1,2
3,25,4,6,10514,0,2,2,0,1,2,0,41,2,1,1,1,1,0,0,1
2,58,0,10,3055,1,0,1,2,0,2,1,60,2,2,1,1,1,1,0,1
0,47,0,8,1246,0,0,1,4,0,3,3,42,1,0,3,0,1,0,1,2
0,5,4,10,17943,0,3,3,2,1,2,3,25,0,1,1,2,1,1,0,2
1,60,0,1,6096,4,3,3,2,0,3,2,63,1,1,2,1,1,0,0,1
2,28,4,8,6219,0,0,1,0,2,3,0,70,1,0,3,3,1,1,0,2
0,36,0,10,11727,0,2,2,3,2,1,1,74,2,1,3,3,1,1,1,2
1,37,0,3,6901,0,0,1,0,1,2,0,24,1,2,2,0,1,1,0,2
0,59,0,5,16910,0,3,3,4,2,3,2,50,2,0,3,3,1,0,0,1
2,22,3,5,12677,2,4,3,4,0,3,1,53,0,1,1,0,1,1,0,1
0,30,3,5,6779,4,4,3,4,0,2,2,23,2,2,3,1,1,1,0,1
2,6,2,3,5116,3,2,2,1,2,3,2,72,1,0,1,1,1,1,1,1
0,27,1,10,15945,2,3,1,0,2,2,3,24,2,1,1,3,1,1,0,1
0,10,0,10,11049,0,4,1,1,0,2,1,34,1,0,3,2,1,0,0,1
0,43,2,4,17010,3,3,1,3,1,1,3,73,1,1,3,3,1,1,0,1
3,64,1,8,6548,0,2,3,1,0,1,1,50,0,1,3,2,1,1,1,1
0,35,2,4,634,3,3,1,4,1,3,2,57,2,0,3,3,1,0,1,1
1,66,3,8,16658,2,2,3,0,2,3,2,46,2,0,1,3,1,1,1,1
2,70,4,6,4619,4,4,3,0,2,3,3,61,2,1,2,3,1,1,0,1
2,7,2,5,15679,1,2,1,1,1,3,1,23,0,2,3,1,1,0,0,2
2,39,0,1,13204,3,4,3,3,2,1,3,56,0,0,2,1,1,0,0,2
3,39,1,7,4479,2,0,3,3,1,2,1,22,2,2,1,3,1,0,0,1
1,30,4,3,14062,2,0,2,1,2,2,1,29,0,0,1,3,1,0,1,1
3,60,2,2,1738,4,0,2,3,0,3,1,47,1,1,3,3,1,1,1,1
1,30,3,2,7411,3,2,1,3,1,2,2,44,1,1,3,2,1,1,0,1
3,7,2,10,6757,2,3,2,2,1,3,2,27,2,1,1,3,1,1,1,2
2,41,0,1,12235,2,1,3,2,1,3,0,63,2,0,1,2,1,1,1,1
2,17,4,8,10004,3,0,2,0,0,3,3,35,2,2,2,2,1,0,0,1
3,28,3,9,11421,1,4,1,1,0,3,3,67,0,0,1,0,1,1,1,1
3,38,4,0,8940,0,3,2,2,2,3,0,19,1,2,3,2,1,1,0,2
3,53,4,6,13750,2,3,3,0,0,1,3,32,2,1,3,2,1,0,0,2
2,22,1,6,3171,0,2,1,2,1,2,2,35,2,1,2,3,1,0,0,2
0,29,1,3,13365,0,2,3,0,1,2,0,52,0,0,3,3,1,1,1,1
1,8,1,7,1162,2,0,1,3,1,1,1,41,2,1,1,1,1,1,1,2
0,30,4,4,1817,3,0,1,0,0,2,3,27,1,2,3,1,1,1,0,1
3,43,2,4,13456,3,4,2,0,0,2,1,50,0,2,2,3,1,0,1,1
0,45,2,4,3138,1,1,2,3,0,2,3,72,1,2,2,3,1,0,0,2
0,23,4,8,14305,2,3,3,1,0,1,1,26,2,0,1,0,1,0,0,1
0,8,3,6,2672,0,3,1,1,0,2,0,33,0,1,1,1,1,1,0,2
2,43,4,4,2927,3,1,1,1,0,2,1,45,0,1,1,3,1,1,1,1
2,48,4,10,17267,1,1,2,1,0,1,2,59,2,2,2,0,1,0,1,1
3,9,0,8,3486,3,3,3,3,2,2,2,26,2,2,1,3,1,0,0,1
1,38,1,10,16922,4,0,3,3,1,1,3,31,0,2,1,0,1,1,1,2
1,10,3,8,6603,3,2,2,1,0,1,0,32,2,0,2,0,1,1,1,1
0,34,4,4,14802,1,4,3,3,1,2,3,53,2,0,3,3,1,1,1,2
0,47,0,8,17394,4,3,3,3,0,2,2,23,2,2,1,2,1,1,0,1
1,52,1,3,2380,3,3,3,2,1,3,0,55,0,2,2,2,1,1,1,2
3,52,2,2,6281,3,0,3,2,0,1,3,42,1,1,3,3,1,1,0,1
2,55,3,4,10730,4,0,2,4,0,2,1,37,2,0,2,1,1,1,0,1
3,20,0,10,16045,4,1,3,2,0,3,2,67,2,0,1,2,1,1,0,2
0,61,3,6,3666,0,1,1,1,1,1,2,64,1,2,1,2,1,0,1,2
0,27,1,4,3658,4,0,2,2,1,3,0,63,0,1,3,2,1,1,1,1
3,29,1,5,6973,3,4,3,4,1,3,0,68,0,1,2,1,1,1,1,1
0,57,2,3,3983,1,0,1,3,1,3,2,32,0,2,1,2,1,0,1,1
0,26,2,7,5124,1,3,2,0,2,3,1,66,0,0,3,1,1,1,1,2
1,9,3,3,2619,3,2,3,2,2,1,0,28,0,2,3,2,1,0,1,1
3,52,1,6,15377,1,3,1,3,1,2,0,37,0,0,3,3,1,0,1,2
2,49,4,4,14789,2,1,3,1,1,3,3,50,2,2,1,1,1,0,1,1
0,43,0,3,2886,3,1,2,4,1,1,0,60,1,2,1,2,1,0,1,2
3,13,4,10,10045,3,3,3,4,0,2,0,51,1,1,1,3,1,1,1,1
3,46,0,3,12042,4,1,2,4,1,3,2,50,2,0,1,3,1,1,0,1
3,17,3,0,11702,0,3,1,0,0,3,0,40,1,0,2,3,1,0,0,1
3,41,1,4,18206,1,0,3,2,2,2,2,52,1,0,2,2,1,1,1,1
0,38,1,5,11953,4,0,1,2,1,3,2,45,0,2,3,1,1,1,0,1
3,56,0,1,12788,2,3,1,3,2,3,2,45,1,0,1,3,1,1,1,1
1,70,3,3,849,1,3,3,4,2,1,1,51,0,1,3,2,1,1,1,2
3,16,0,1,1696,1,0,3,1,1,1,3,52,1,1,3,0,1,1,1,1
2,11,3,5,11545,1,4,1,2,2,3,2,37,2,2,1,1,1,1,1,1
3,41,3,7,16818,2,0,2,3,1,1,1,26,1,2,2,1,1,1,0,2
2,68,4,10,7532,1,4,1,3,0,1,0,35,0,1,2,3,1,1,0,1
2,14,3,4,11986,3,3,1,3,0,2,1,41,2,2,1,0,1,0,1,1
2,37,1,9,4083,2,4,3,1,0,3,0,28,2,1,1,2,1,1,1,2
3,31,3,2,8577,3,4,1,4,2,3,0,28,1,1,3,2,1,0,0,2
2,25,4,8,13960,0,1,2,0,1,1,1,72,0,0,3,0,1,1,1,2
0,49,1,6,12289,3,3,3,2,0,2,0,34,2,0,2,2,1,1,0,2
3,24,0,8,2334,4,1,3,3,1,3,0,60,0,1,1,3,1,1,1,1
2,37,4,8,16292,0,2,2,0,0,1,1,26,2,0,1,2,1,1,1,1
1,61,0,5,17170,1,1,3,2,2,2,2,73,0,0,3,2,1,1,1,1
2,29,2,2,8957,3,2,2,2,2,2,0,30,1,1,2,1,1,1,0,2
3,5,1,5,6468,3,4,1,3,0,3,1,41,2,1,2,0,1,1,0,2
3,64,0,9,9946,3,2,1,0,2,3,0,62,0,2,1,0,1,1,1,1
3,22,3,10,14874,2,0,3,1,1,3,0,30,0,2,3,1,1,0,1,1
1,56,0,10,8507,3,1,3,1,0,1,0,49,0,2,2,2,1,1,0,1
3,55,3,1,799,3,3,2,3,2,2,1,62,1,0,2,0,1,1,0,1
1,39,3,6,1574,0,2,3,1,0,3,2,20,1,1,3,3,1,1,1,2
2,9,0,1,15061,3,2,3,2,0,2,3,20,0,2,2,2,1,1,0,1
2,68,0,7,14614,2,2,2,3,0,3,2,63,1,1,3,1,1,1,1,1
0,50,3,10,14339,0,1,1,3,1,2,2,33,2,1,2,3,1,0,0,2
1,32,2,0,2557,2,2,3,0,1,2,3,69,2,1,2,0,1,0,0,1
0,62,0,7,3364,2,3,3,4,0,1,1,70,0,1,3,3,1,0,0,1
0,57,4,10,7450,0,4,1,0,0,3,3,68,1,1,2,1,1,1,1,1
1,55,1,9,4463,4,3,3,0,0,3,3,74,0,0,3,1,1,1,1,1
1,15,0,4,7309,1,4,1,0,2,3,2,65,1,1,1,1,1,1,0,1
0,47,4,1,10442,1,4,3,1,2,1,3,40,2,0,3,3,1,1,0,1
1,23,0,10,5360,2,0,2,4,2,1,0,74,2,2,2,1,1,0,1,1
2,9,2,10,2503,4,1,3,1,1,1,3,38,0,2,1,3,1,1,0,1
0,26,4,6,7595,3,1,3,3,1,1,2,51,0,1,1,1,1,1,1,1
1,11,2,10,13437,3,0,2,2,2,1,0,19,2,1,3,1,1,1,1,1
1,11,2,0,11528,1,0,1,0,1,1,0,72,2,2,2,2,1,1,0,2
2,53,1,6,6116,4,3,3,2,1,3,2,52,0,1,3,2,1,0,0,1
1,38,0,0,5932,4,1,2,0,0,1,1,72,0,1,1,1,1,1,1,1
2,31,2,10,10902,2,0,2,2,1,2,1,38,1,0,1,0,1,1,0,2
1,17,4,7,3398,2,1,1,2,0,2,1,36,1,0,3,1,1,1,1,1
1,56,0,10,15464,0,1,1,2,0,2,3,48,1,0,2,2,1,0,0,1
1,47,4,6,16115,3,0,2,1,2,3,1,67,2,0,3,0,1,0,1,2
0,43,2,0,713,4,0,2,3,2,1,0,49,2,2,3,0,1,0,0,1
2,16,2,0,17967,2,3,2,2,0,3,1,63,2,1,2,3,1,0,1,1
0,12,0,3,677,2,4,2,1,0,3,0,31,0,2,3,0,1,0,1,2
1,12,3,8,8619,2,2,3,2,0,1,2,62,2,1,3,1,1,0,0,1
3,5,0,1,12428,0,3,3,0,2,3,3,60,2,2,1,3,1,0,1,1
3,69,1,9,6218,3,4,2,4,0,2,3,69,1,1,1,1,1,0,1,1
2,29,3,2,3966,3,4,3,3,0,3,2,22,1,1,1,1,1,1,1,1
3,48,0,5,1116,4,0,2,1,0,1,3,40,2,2,3,0,1,1,0,2
3,70,2,2,13524,4,4,2,3,2,1,1,23,2,1,1,3,1,0,0,1
1,67,2,5,922,2,0,2,3,1,2,2,41,1,0,1,2,1,1,0,1
